Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
GSM2375164_Sample_9_DMSO1,6.88019767254817,0,0,0.70448462592121,0.0692335835016906,0.216714396738745,0.962544658092688,0,0.986225298726657,0.382763057187682,8.8331749368025
GSM2375165_Sample_10_DMSO2,6.27326004489675,0,0,1.49275616868982,0.138601342518681,0.201371859369224,0.977707338441382,0,0.986833819336247,0.428312238366031,9.08369675391586
GSM2375166_Sample_11_DMSO3,6.53392612895907,0,0,1.05208384082631,0.082443025611957,0.278244980520929,0.918589309505192,0,0.987125434307403,0.399118066525832,8.86528728542346
GSM2375167_Sample_12_5Aza1,7.25129549558982,0,0.113521975155617,0.727067251786918,0,0.441846568532236,0.769913191661414,0,0.988339657162598,0.367485375419388,9.30364448272601
GSM2375168_Sample_13_5Aza2,6.72057561515269,0,0,1.22127886507385,0.0225349675034171,0.48512646206131,0.799318029575133,0,0.988907031013885,0.391604456889863,9.24883393936639
GSM2375169_Sample_14_5Aza3,7.19061234077941,0,0.143463260121769,0.494470414147425,0,0.479627572424407,0.816756145821367,0,0.988178036124666,0.35887697035388,9.12492973329438
GSM2375170_Sample_15_LSD1i1,6.150530611657,0.057749059561785,0,0.463087028626457,1.60288654115901,0,1.25170096667656,0,0.97337877059403,0.367895699447634,9.5259542076808
GSM2375171_Sample_16_LSD1i2,5.99191259362067,0.289666756401056,0,0.240318599193169,1.73813805049199,0,1.11204915610186,0,0.979627384176798,0.34105442800433,9.37208515580874
GSM2375172_Sample_17_LSD1i3,5.81445498948818,0.278118733142351,0,0.699905132348785,1.81636824897387,0,1.07454655496154,0,0.972614100068717,0.369560113894555,9.68339365891473
GSM2375173_Sample_18_LSD1iplus5Aza1,4.44916888718155,0.652899847108184,0,1.29465423890705,2.68112878277337,0,0.797118504616588,0,0.945014750154062,0.393535737465903,9.87497026058674
GSM2375174_Sample_19_LSD1iplus5Aza2,4.92814106176906,0.267794412089385,0,1.20345953827265,2.38834349908602,0,0.94129670581183,0,0.95276231170586,0.388102966397965,9.72903521702894
GSM2375175_Sample_20_LSD1iplus5Aza3,4.297759706963,0.668864745417867,0,1.33849872546317,2.69016106644535,0,0.747366329120296,0,0.946869429694943,0.388814383638101,9.74265057340968
